Customer_ID,State,City,Zip Code,Customer_Gender,Senior_Customer,Has_Partner,Has_Dependents,Customer_Tenure_Months,Phone_Service,Multiple_Lines,Digital_Service,Security_Product,Backup_Product,Device_Protection,Customer_Support,Entertainment_Service,Media_Service,Account_Contract,Digital_Billing,Payment_Method,Monthly_Revenue,Lifetime_Revenue,Customer_Churn,Churn_Flag,Customer_Lifetime_Value,Tenure_Category,Revenue_Segment,Customer_Value_Segment
3128-YOVTD,California,Forbestown,95941,Female,No,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.15,4018.55,No,0,6321,Loyal Customer,Medium Revenue,Premium Value
1728-CXQBE,California,Glenn,95943,Male,Yes,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,6081.4,No,0,6020,Long-Term Customer,Medium Revenue,Premium Value
7041-TXQJH,California,Goodyears Bar,95944,Female,No,No,No,37,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.2,1478.85,No,0,5924,Loyal Customer,Low Revenue,Premium Value
5014-GSOUQ,California,Grass Valley,95945,Male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,243.65,No,0,2884,Established Customer,Low Revenue,Standard Value
5724-BIDBU,California,Penn Valley,95946,Male,No,Yes,No,49,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,55.35,2633.95,No,0,5601,Loyal Customer,Medium Revenue,Premium Value
0481-SUMCB,California,Greenville,95947,Female,Yes,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.15,4735.35,No,0,5391,Loyal Customer,High Revenue,Premium Value
1769-GRUIK,California,Gridley,95948,Female,No,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.1,1247.75,No,0,4911,Established Customer,Medium Revenue,High Value
8819-WFGGJ,California,Grimes,95950,Male,No,Yes,No,68,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),54.1,3794.5,No,0,4601,Long-Term Customer,Medium Revenue,High Value
7427-AUFPY,California,Hamilton City,95951,Male,No,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,1008.7,No,0,5708,Loyal Customer,Low Revenue,Premium Value
2811-POVEX,California,Live Oak,95953,Female,Yes,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.45,2130.55,No,0,3937,Established Customer,Medium Revenue,High Value
7898-PDWQE,California,Maxwell,95955,Male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),80.4,5727.15,No,0,5228,Long-Term Customer,Medium Revenue,Premium Value
9972-EWRJS,California,Meadow Valley,95956,Female,No,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.25,1372.9,No,0,5154,Long-Term Customer,Low Revenue,Premium Value
9314-IJWSQ,California,Meridian,95957,Female,No,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.8,1203.9,No,0,2452,Established Customer,Medium Revenue,Standard Value
5799-JRCZO,California,North San Juan,95960,Female,No,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1215.1,No,0,4370,Long-Term Customer,Low Revenue,High Value
1921-KYSAY,California,Olivehurst,95961,Female,No,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,68.6,2877.05,No,0,4572,Loyal Customer,Medium Revenue,High Value
6198-RTPMF,California,Oregon House,95962,Female,No,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.6,1579.7,No,0,4756,Established Customer,Medium Revenue,High Value
2924-KHUVI,California,Orland,95963,Male,No,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.55,5514.95,No,0,4847,Loyal Customer,High Revenue,High Value
1925-GMVBW,California,Oroville,95965,Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.55,96.1,No,0,5967,New Customer,Low Revenue,Premium Value
6184-DYUOB,California,Palermo,95968,Female,No,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,55.25,No,0,2941,New Customer,Low Revenue,Standard Value
9207-ZPANB,California,Paradise,95969,Male,No,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,67.45,2443.3,No,0,5042,Loyal Customer,Medium Revenue,Premium Value
9327-QSDED,California,Quincy,95971,Male,No,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.55,335.4,No,0,3266,New Customer,Low Revenue,High Value
1656-DRSMG,California,Chico,95973,Female,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.85,7002.95,No,0,5775,Long-Term Customer,High Revenue,Premium Value
3012-VFFMN,California,Richvale,95974,Female,No,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,158.95,No,0,4058,New Customer,Low Revenue,High Value
2984-AFWNC,California,Rough And Ready,95975,Female,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.4,293.15,No,0,2813,New Customer,Medium Revenue,Standard Value
0640-YJTPY,California,Smartville,95977,Male,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1493.75,No,0,4974,Long-Term Customer,Low Revenue,High Value
8096-LOIST,California,Stirling City,95978,Female,No,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.2,1093.4,No,0,3384,Established Customer,Medium Revenue,High Value
9764-REAFF,California,Stonyford,95979,Female,No,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.4,1057.85,No,0,4375,Loyal Customer,Low Revenue,High Value
7107-UBYKY,California,Sutter,95982,Female,No,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.75,882.55,No,0,4194,Established Customer,Low Revenue,High Value
4881-GQJTW,California,Taylorsville,95983,Male,No,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.6,300.4,No,0,2847,Established Customer,Low Revenue,Standard Value
7876-DNYAP,California,Washington,95986,Female,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,1436.95,No,0,5423,Long-Term Customer,Low Revenue,Premium Value
7905-NJMXS,California,Williams,95987,Male,Yes,Yes,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,64.2,475.0,No,0,5116,New Customer,Medium Revenue,Premium Value
2882-WDTBA,California,Willows,95988,Male,No,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.75,5388.15,No,0,5839,Long-Term Customer,Medium Revenue,Premium Value
2091-GPPIQ,California,Yuba City,95991,Female,No,Yes,No,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,78.95,5730.15,No,0,5050,Long-Term Customer,Medium Revenue,Premium Value
5071-FBJFS,California,Redding,96001,Female,No,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.3,217.1,No,0,3147,New Customer,Medium Revenue,High Value
2796-UUZZO,California,Redding,96002,Male,No,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.3,4896.35,No,0,5157,Long-Term Customer,Medium Revenue,Premium Value
2429-AYKKO,California,Redding,96003,Male,No,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1434.1,No,0,4790,Long-Term Customer,Low Revenue,High Value
9798-OPFEM,California,Adin,96006,Female,No,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.1,937.1,No,0,4791,Loyal Customer,Low Revenue,High Value
3794-NFNCH,California,Bella Vista,96008,Male,No,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,1474.9,No,0,4715,Established Customer,Low Revenue,High Value
5193-QLVZB,California,Bieber,96009,Male,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.75,6536.5,No,0,5882,Long-Term Customer,High Revenue,Premium Value
7114-AEOZE,California,Big Bar,96010,Female,No,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1128.1,No,0,6213,Loyal Customer,Low Revenue,Premium Value
5522-NYKPB,California,Burney,96013,Male,No,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.9,2199.05,No,0,3153,Established Customer,Medium Revenue,High Value
9957-YODKZ,California,Canby,96015,Male,Yes,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.8,457.1,No,0,5611,New Customer,Medium Revenue,Premium Value
6518-KZXCB,California,Cassel,96016,Male,No,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,566.5,No,0,3403,Established Customer,Low Revenue,High Value
2245-ADZFJ,California,Castella,96017,Female,No,Yes,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.55,2471.6,No,0,3491,Established Customer,Medium Revenue,High Value
7776-QGYJC,California,Shasta Lake,96019,Female,No,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.5,3107.3,No,0,2042,Loyal Customer,Medium Revenue,Standard Value
9313-QOLTZ,California,Chester,96020,Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,518.3,No,0,5895,Established Customer,Low Revenue,Premium Value
4672-FOTSD,California,Dorris,96023,Male,No,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.25,832.3,No,0,4334,New Customer,Medium Revenue,High Value
9818-XQCUV,California,Dunsmuir,96025,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,45.3,No,0,5994,New Customer,Low Revenue,Premium Value
7338-ERIVA,California,Etna,96027,Male,No,No,No,39,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.05,1790.6,No,0,4003,Loyal Customer,Low Revenue,High Value
8259-NFJTV,California,Flournoy,96029,Female,No,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.65,246.6,No,0,5996,New Customer,Low Revenue,Premium Value
3223-DWFIO,California,Forks Of Salmon,96031,Male,Yes,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.35,261.65,No,0,4140,New Customer,Medium Revenue,High Value
6968-GMKPR,California,French Gulch,96033,Female,No,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.55,4509.5,No,0,5167,Loyal Customer,Medium Revenue,Premium Value
4751-ERMAN,California,Gazelle,96034,Male,No,Yes,No,72,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.4,5480.25,No,0,4171,Long-Term Customer,Medium Revenue,High Value
1436-ZMJAN,California,Gerber,96035,Female,No,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.8,653.15,No,0,2709,New Customer,Medium Revenue,Standard Value
3292-PBZEJ,California,Greenview,96037,Male,Yes,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.4,1183.05,No,0,3175,New Customer,High Revenue,High Value
0799-DDIHE,California,Grenada,96038,Female,No,Yes,Yes,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.3,639.45,No,0,3103,Established Customer,Low Revenue,High Value
3070-FNFZQ,California,Happy Camp,96039,Female,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,478.75,No,0,4698,Established Customer,Low Revenue,High Value
2812-SFXMJ,California,Hat Creek,96040,Male,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,No,0,4221,New Customer,Low Revenue,High Value
5014-WUQMG,California,Hornbrook,96044,Male,No,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,96.1,4391.45,No,0,5793,Loyal Customer,Medium Revenue,Premium Value
5312-TSZVC,California,Hyampom,96046,Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,270.6,No,0,4818,Established Customer,Low Revenue,High Value
0993-OSGPT,California,Junction City,96048,Female,Yes,Yes,No,68,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),60.65,3975.9,No,0,6418,Long-Term Customer,Medium Revenue,Premium Value
7108-DGVUU,California,Lookout,96054,Female,Yes,Yes,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),71.7,1497.05,No,0,2784,Established Customer,Medium Revenue,Standard Value
2782-JEEBU,California,Los Molinos,96055,Male,No,No,No,21,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.0,780.15,No,0,3378,Established Customer,Low Revenue,High Value
5127-BZENZ,California,Mcarthur,96056,Female,No,Yes,No,56,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),65.2,3512.15,No,0,4775,Loyal Customer,Medium Revenue,High Value
2720-FVBQP,California,Mccloud,96057,Female,No,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.95,273.25,No,0,3061,New Customer,Low Revenue,High Value
9906-NHHVC,California,Macdoel,96058,Female,Yes,No,No,65,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.5,3517.9,No,0,5693,Long-Term Customer,Medium Revenue,Premium Value
4522-XRWWI,California,Manton,96059,Male,No,Yes,No,42,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.45,3375.9,No,0,4397,Loyal Customer,Medium Revenue,High Value
3766-EJLFL,California,Mill Creek,96061,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.05,7508.55,No,0,6391,Long-Term Customer,High Revenue,Premium Value
5939-SXWHM,California,Millville,96062,Male,No,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.3,1245.05,No,0,2111,Loyal Customer,Low Revenue,Standard Value
8152-UOBNY,California,Mineral,96063,Female,Yes,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,106.8,5347.95,No,0,5746,Loyal Customer,High Revenue,Premium Value
7351-KYHQH,California,Montague,96064,Female,Yes,No,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.95,493.65,No,0,4615,New Customer,Medium Revenue,High Value
7643-RCHXS,California,Montgomery Creek,96065,Female,No,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.35,1263.85,No,0,4566,Long-Term Customer,Low Revenue,High Value
8246-SHFGA,California,Mount Shasta,96067,Male,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.1,385.55,No,0,2842,Established Customer,Low Revenue,Standard Value
0620-XEFWH,California,Oak Run,96069,Male,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.85,84.2,No,0,5279,New Customer,Low Revenue,Premium Value
6485-QXWWE,California,Old Station,96071,Female,No,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.0,1638.7,No,0,4535,Long-Term Customer,Low Revenue,High Value
7321-VGNKU,California,Paskenta,96074,Female,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,120.25,No,0,4917,New Customer,Medium Revenue,High Value
5327-CNLUQ,California,Paynes Creek,96075,Male,No,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.9,4473.45,No,0,2613,Loyal Customer,Medium Revenue,Standard Value
7552-KEYGT,California,Platina,96076,Male,No,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,520.55,No,0,4430,Established Customer,Low Revenue,High Value
5816-JMLGY,California,Red Bluff,96080,Female,No,Yes,No,70,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.4,5717.85,No,0,6367,Long-Term Customer,Medium Revenue,Premium Value
2927-QRRQV,California,Scott Bar,96085,Male,No,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,94.65,4312.5,No,0,4120,Loyal Customer,Medium Revenue,High Value
6265-SXWBU,California,Shingletown,96088,Male,No,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),95.75,6511.25,No,0,5561,Long-Term Customer,Medium Revenue,Premium Value
7941-RCJOW,California,Tehama,96090,Male,No,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.55,1218.65,No,0,4309,Long-Term Customer,Low Revenue,High Value
6374-NTQLP,California,Trinity Center,96091,Male,Yes,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.1,7447.7,No,0,5092,Long-Term Customer,High Revenue,Premium Value
2387-KDZQY,California,Weaverville,96093,Male,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.1,279.5,No,0,2185,Established Customer,Low Revenue,Standard Value
3584-WKTTW,California,Weed,96094,Male,No,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.55,5720.35,No,0,4053,Loyal Customer,High Revenue,High Value
3399-BMLVW,California,Whitmore,96096,Male,No,Yes,No,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),60.5,3121.45,No,0,4994,Loyal Customer,Medium Revenue,High Value
1971-DTCZB,California,Yreka,96097,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.95,6468.6,No,0,6091,Long-Term Customer,Medium Revenue,Premium Value
3374-PZLXD,California,Blairsden Graeagle,96103,Male,No,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,675.6,No,0,4136,Established Customer,Low Revenue,High Value
3813-DHBBB,California,Cedarville,96104,Male,No,Yes,No,67,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),50.95,3521.7,No,0,6395,Long-Term Customer,Medium Revenue,Premium Value
2812-REYAT,California,Chilcoot,96105,Female,No,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,923.1,No,0,5579,Loyal Customer,Low Revenue,Premium Value
6518-PPLMZ,California,Clio,96106,Male,No,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.4,1110.35,No,0,4497,Loyal Customer,Low Revenue,High Value
4939-KYYPY,California,Coleville,96107,Male,No,No,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.45,1611.65,No,0,4818,Established Customer,Medium Revenue,High Value
5930-GBIWP,California,Doyle,96109,Male,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),81.5,5553.25,No,0,5286,Long-Term Customer,Medium Revenue,Premium Value
6022-KOUQO,California,Eagleville,96110,Female,No,Yes,Yes,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.05,44.75,No,0,4998,New Customer,Low Revenue,High Value
2361-UPSND,California,Herlong,96113,Female,No,Yes,No,46,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.6,3231.05,No,0,5433,Loyal Customer,Medium Revenue,Premium Value
6035-RIIOM,California,Janesville,96114,Female,No,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.2,5129.45,No,0,4971,Loyal Customer,Medium Revenue,High Value
9504-DSHWM,California,Litchfield,96117,Male,No,No,No,20,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.2,1191.2,No,0,5924,Established Customer,Medium Revenue,Premium Value
5035-BVCXS,California,Loyalton,96118,Male,No,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.9,866.4,No,0,4278,New Customer,Medium Revenue,High Value
6267-DCFFZ,California,Madeline,96119,Female,Yes,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.05,2627.2,No,0,3792,Established Customer,Medium Revenue,High Value
3533-UVMOM,California,Markleeville,96120,Male,No,Yes,No,68,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),70.95,4741.45,No,0,5036,Long-Term Customer,Medium Revenue,Premium Value
2439-LYPMQ,California,Milford,96121,Male,Yes,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.6,4009.2,No,0,5469,Loyal Customer,High Revenue,Premium Value
1478-VPOAD,California,Calpine,96124,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.8,43.8,No,0,4633,New Customer,Low Revenue,High Value
9995-HOTOH,California,Sierra City,96125,Male,No,Yes,No,63,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,59.0,3707.6,No,0,5639,Long-Term Customer,Medium Revenue,Premium Value
2988-PLAHS,California,Sierraville,96126,Female,No,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,69.95,220.45,No,0,2754,New Customer,Medium Revenue,Standard Value
1371-OJCEK,California,Standish,96128,Female,No,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.35,1133.7,No,0,4200,Loyal Customer,Low Revenue,High Value
4999-IEZLT,California,Susanville,96130,Male,No,No,No,66,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),29.45,1983.15,No,0,5112,Long-Term Customer,Low Revenue,Premium Value
8883-ANODQ,California,Termo,96132,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),84.4,5746.75,No,0,5045,Long-Term Customer,Medium Revenue,Premium Value
2351-RRBUE,California,Tulelake,96134,Female,No,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,134.05,No,0,3575,New Customer,Low Revenue,High Value
5980-BDHPY,California,Wendel,96136,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.1,6230.1,No,0,5993,Long-Term Customer,Medium Revenue,Premium Value
1498-DQNRX,California,Westwood,96137,Female,No,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,573.05,No,0,2712,Established Customer,Low Revenue,Standard Value
9469-WEJBT,California,Carnelian Bay,96140,Male,No,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.35,3419.3,No,0,3347,Loyal Customer,Medium Revenue,High Value
2581-VKIRT,California,Kings Beach,96143,Female,No,Yes,No,59,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,65.5,3801.3,No,0,5631,Loyal Customer,Medium Revenue,Premium Value
7426-WEIJX,California,Olympic Valley,96146,Male,Yes,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,4859.1,No,0,6214,Loyal Customer,Medium Revenue,Premium Value
2851-MMUTZ,California,Tahoe Vista,96148,Female,No,No,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.15,1439.35,No,0,3056,Established Customer,Medium Revenue,High Value
3307-TLCUD,California,Los Angeles,90001,Male,No,Yes,No,17,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,34.4,592.75,No,0,4207,Established Customer,Low Revenue,High Value
6625-FLENO,California,Los Angeles,90002,Male,No,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1185.95,No,0,4927,Loyal Customer,Low Revenue,High Value
2967-MXRAV,California,Los Angeles,90003,Male,No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,18.8,No,0,5160,New Customer,Low Revenue,Premium Value
