Customer_ID,State,City,Zip Code,Customer_Gender,Senior_Customer,Has_Partner,Has_Dependents,Customer_Tenure_Months,Phone_Service,Multiple_Lines,Digital_Service,Security_Product,Backup_Product,Device_Protection,Customer_Support,Entertainment_Service,Media_Service,Account_Contract,Digital_Billing,Payment_Method,Monthly_Revenue,Lifetime_Revenue,Customer_Churn,Churn_Flag,Customer_Lifetime_Value,Tenure_Category,Revenue_Segment,Customer_Value_Segment,Churn_Probability,Risk_Level,Revenue_At_Risk
1352-VHKAJ,California,Berkeley,94709,Male,No,Yes,Yes,27,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),71.6,1957.1,No,0,3773,Established Customer,Medium Revenue,High Value,0.02218593,Low Risk,1.588512524962425
2632-TACXW,California,Richmond,94801,Female,No,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.65,1416.75,No,0,4671,Long-Term Customer,Low Revenue,High Value,0.019569086,Low Risk,0.46280888179317115
8146-QQKZH,California,El Sobrante,94803,Female,No,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.85,5924.4,No,0,4090,Long-Term Customer,Medium Revenue,High Value,0.022323932,Low Risk,1.82721387501806
1767-CJKBA,California,Richmond,94804,Male,No,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,1697.7,No,0,6025,Long-Term Customer,Low Revenue,Premium Value,0.023453657,Low Risk,0.5886867802590132
6445-TNRXS,California,Richmond,94805,Male,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.7,7849.85,No,0,5671,Long-Term Customer,High Revenue,Premium Value,0.0035792072,Low Risk,0.41053506932221356
4581-LNWUM,California,San Pablo,94806,Female,No,No,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.15,649.4,No,0,3000,Established Customer,Low Revenue,Standard Value,0.44103885,Medium Risk,21.67705932855606
4869-EPIUS,California,San Rafael,94901,Male,No,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,80.9,4557.5,No,0,5344,Loyal Customer,Medium Revenue,Premium Value,0.21205145,Low Risk,17.15496240258217
1915-OAKWD,California,Belvedere Tiburon,94920,Female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.3,360.35,No,0,2870,Established Customer,Low Revenue,Standard Value,0.026873957,Low Risk,0.5186673771589995
7296-PIXQY,California,Bodega,94922,Female,No,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,1046.5,No,0,5819,Established Customer,Medium Revenue,Premium Value,0.073110595,Low Risk,5.132363793253899
3354-OADJP,California,Bolinas,94924,Female,No,No,No,8,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.25,447.75,No,0,2237,New Customer,Medium Revenue,Standard Value,0.06231489,Low Risk,3.3805828001350164
3524-WQDSG,California,Corte Madera,94925,Female,No,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.3,4209.95,No,0,3280,Loyal Customer,Medium Revenue,High Value,0.03384696,Low Risk,3.3610030755400655
0810-DHDBD,California,Rohnert Park,94928,Female,No,No,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.0,3877.65,No,0,5806,Loyal Customer,Medium Revenue,Premium Value,0.043677833,Low Risk,3.23215963691473
4026-SKKHW,California,Dillon Beach,94929,Male,No,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.25,152.3,No,0,2166,New Customer,Medium Revenue,Standard Value,0.27248296,Low Risk,13.692268811166286
2829-HYVZP,California,Fairfax,94930,Male,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.8,572.2,No,0,5696,Established Customer,Low Revenue,Premium Value,0.02689904,Low Risk,0.5326009869575501
3845-JHAMY,California,Inverness,94937,Female,No,Yes,Yes,16,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.5,552.7,No,0,2069,Established Customer,Low Revenue,Standard Value,0.17743877,Low Risk,6.299076184630394
7013-PSXHK,California,Lagunitas,94938,Female,No,No,No,40,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,80.75,3208.65,No,0,2047,Loyal Customer,Medium Revenue,Standard Value,0.2450422,Low Risk,19.78715804219246
3486-NPGST,California,Mill Valley,94941,Female,No,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,620.75,No,0,2691,Established Customer,Low Revenue,Standard Value,0.03481578,Low Risk,0.6806485150009394
6100-FJZDG,California,Olema,94950,Male,No,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,505.9,No,0,2403,Established Customer,Low Revenue,Standard Value,0.064625524,Low Risk,1.295741755887866
4829-ZLJTK,California,Penngrove,94951,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,112.4,8046.85,No,0,6144,Long-Term Customer,High Revenue,Premium Value,0.05118347,Low Risk,5.753021982312203
1730-VFMWO,California,Petaluma,94952,Female,No,Yes,No,34,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,No,0,4352,Established Customer,Medium Revenue,High Value,0.12693074,Low Risk,6.37192332148552
7143-BQIBA,California,Petaluma,94954,Male,No,No,No,10,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),62.25,612.95,No,0,3415,New Customer,Medium Revenue,High Value,0.1616679,Low Risk,10.06382666900754
3800-LYTRK,California,Point Reyes Station,94956,Female,No,No,No,14,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,55.7,795.15,No,0,4978,Established Customer,Medium Revenue,High Value,0.058541812,Low Risk,3.2607789285480977
9646-NMHXE,California,San Geronimo,94963,Male,No,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,973.1,No,0,2021,Loyal Customer,Low Revenue,Standard Value,0.029805541,Low Risk,0.585678881406784
7030-NJVDP,California,San Quentin,94964,Male,No,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,2210.2,No,0,5436,Established Customer,Medium Revenue,Premium Value,0.2707516,Low Risk,24.164579898118973
8883-GRDWQ,California,Stinson Beach,94970,Male,Yes,No,No,20,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.0,1055.9,No,0,5090,Established Customer,Medium Revenue,Premium Value,0.07291187,Low Risk,3.937241166830063
7771-ZONAT,California,Woodacre,94973,Male,No,No,No,22,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),56.75,1304.85,No,0,4574,Established Customer,Medium Revenue,High Value,0.05312057,Low Risk,3.014592256397009
2111-DWYHN,California,Aptos,95003,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.1,21.1,No,0,2810,New Customer,Low Revenue,Standard Value,0.26662523,Low Risk,5.62579225897789
4194-WHFCB,California,Aromas,95004,Female,No,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.65,5580.8,No,0,5266,Loyal Customer,Medium Revenue,Premium Value,0.017783523,Low Risk,1.7187774598598482
4121-AGSIN,California,Ben Lomond,95005,Female,No,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.5,1497.9,No,0,4455,Loyal Customer,Low Revenue,High Value,0.048391927,Low Risk,1.1856022123247385
9845-PEEKO,California,Brookdale,95007,Female,Yes,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),79.2,4590.35,No,0,5400,Loyal Customer,Medium Revenue,Premium Value,0.05726694,Low Risk,4.53554160296917
0455-XFASS,California,Campbell,95008,Female,No,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,200.2,No,0,5998,New Customer,Medium Revenue,Premium Value,0.14737034,Low Risk,10.249607038497924
0301-KOBTQ,California,Capitola,95010,Male,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,614.45,No,0,3398,Established Customer,Low Revenue,High Value,0.016863277,Low Risk,0.33810870749875904
1751-NCDLI,California,Castroville,95012,Male,Yes,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,4564.9,No,0,2641,Loyal Customer,Medium Revenue,Standard Value,0.74196845,Medium Risk,73.34358157217503
4367-NUYAO,California,Cupertino,95014,Male,No,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,0.0,No,0,4950,New Customer,Low Revenue,High Value,0.0007756486,Low Risk,0.019972950729425065
9170-ARBTB,California,Felton,95018,Female,No,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,1012.4,No,0,4848,Loyal Customer,Low Revenue,High Value,0.032857943,Low Risk,0.6440156891942025
7241-AJHFS,California,Hollister,95023,Male,No,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.65,2766.4,No,0,2426,Established Customer,Medium Revenue,Standard Value,0.2655587,Low Risk,23.27621916383505
4546-FOKWR,California,Los Gatos,95032,Female,No,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,1129.35,No,0,3574,Established Customer,Medium Revenue,High Value,0.5556632,Medium Risk,41.53582629561424
9036-CSKBW,California,Los Gatos,95033,Female,No,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),107.45,5680.9,No,0,5446,Loyal Customer,High Revenue,Premium Value,0.18632708,Low Risk,20.020845272392034
5832-TRLPB,California,Milpitas,95035,Male,No,No,No,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.35,2243.9,No,0,4422,Established Customer,Medium Revenue,High Value,0.1289986,Low Risk,9.720045067369938
8590-YFFQO,California,Morgan Hill,95037,Male,No,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.95,4523.25,No,0,5669,Long-Term Customer,Medium Revenue,Premium Value,0.017003903,Low Risk,1.1044035105966032
8659-IOOPU,California,Moss Landing,95039,Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,100.45,7159.7,No,0,6171,Long-Term Customer,High Revenue,Premium Value,0.003909097,Low Risk,0.3926687989849597
1338-CECEE,California,Mount Hermon,95041,Male,No,Yes,No,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),68.5,2839.95,No,0,3877,Loyal Customer,Medium Revenue,High Value,0.12524994,Low Risk,8.579620696604252
7439-DKZTW,California,Paicines,95043,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,No,0,3154,New Customer,Medium Revenue,High Value,0.87709355,High Risk,70.64988573789596
4646-QZXTF,California,San Juan Bautista,95045,Female,No,Yes,No,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.25,580.1,No,0,5928,New Customer,Medium Revenue,Premium Value,0.22357671,Low Risk,18.165607657283545
9742-XOKTS,California,Santa Clara,95050,Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.55,6038.55,No,0,6194,Long-Term Customer,Medium Revenue,Premium Value,0.0072752372,Low Risk,0.651497494499199
6921-OZMFH,California,Santa Clara,95051,Male,No,Yes,Yes,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.7,259.4,No,0,3598,New Customer,Medium Revenue,High Value,0.16261093,Low Risk,9.057428978383541
9578-FOMUK,California,Santa Clara,95054,Male,No,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.8,324.15,No,0,3965,Established Customer,Low Revenue,High Value,0.104462884,Low Risk,2.590679532289505
4712-UYOOI,California,Santa Cruz,95060,Female,No,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,417.65,No,0,3402,Established Customer,Low Revenue,High Value,0.05856144,Low Risk,1.1712288111448288
7722-CVFXN,California,Santa Cruz,95064,Male,No,Yes,Yes,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.2,5637.85,No,0,5546,Loyal Customer,High Revenue,Premium Value,0.009002233,Low Risk,0.9470349036157132
8717-VCTXJ,California,Santa Cruz,95065,Male,No,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.55,839.4,No,0,5293,Loyal Customer,Low Revenue,Premium Value,0.02655702,Low Risk,0.5191897574812174
7363-QTBIW,California,Scotts Valley,95066,Female,No,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.75,769.1,No,0,4654,New Customer,Medium Revenue,High Value,0.706197,Medium Risk,56.31921261548996
4159-NAAIX,California,Saratoga,95070,Female,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),97.45,6253.0,No,0,4769,Long-Term Customer,Medium Revenue,High Value,0.07017574,Low Risk,6.8386255845427515
0971-QIFJK,California,Soquel,95073,Female,No,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.25,1641.8,No,0,4884,Long-Term Customer,Low Revenue,High Value,0.01811492,Low Risk,0.4392868271097541
9397-TZSHA,California,Watsonville,95076,Female,No,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.6,1678.05,No,0,5294,Long-Term Customer,Low Revenue,Premium Value,0.012785668,Low Risk,0.3145274218171835
3391-JSQEW,California,San Jose,95110,Male,No,Yes,No,40,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,2058.5,No,0,2454,Loyal Customer,Medium Revenue,Standard Value,0.28773317,Low Risk,14.429818345606327
0343-QLUZP,California,San Jose,95111,Male,No,No,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),39.6,2424.5,No,0,5544,Loyal Customer,Low Revenue,Premium Value,0.015873292,Low Risk,0.6285823814570904
2176-LVPNX,California,San Jose,95113,Female,Yes,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,89.85,6293.45,No,0,4994,Long-Term Customer,Medium Revenue,High Value,0.014325587,Low Risk,1.2871539990417658
3312-UUMZW,California,San Jose,95117,Male,No,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.85,3145.9,No,0,3981,Established Customer,Medium Revenue,High Value,0.6323533,Medium Risk,62.50812427997589
1271-UODNO,California,San Jose,95118,Male,No,No,No,39,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),53.85,2200.7,No,0,2380,Loyal Customer,Medium Revenue,Standard Value,0.10880557,Low Risk,5.859179784357548
8461-EFQYM,California,San Jose,95119,Female,No,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.25,914.4,No,0,2997,Loyal Customer,Low Revenue,Standard Value,0.078898646,Low Risk,1.9132921639829874
6900-RBKER,California,San Jose,95120,Male,No,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),89.45,4577.75,No,0,5386,Loyal Customer,Medium Revenue,Premium Value,0.059493024,Low Risk,5.3216509880498055
6891-JPYFF,California,San Jose,95121,Female,No,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.25,4997.5,No,0,4275,Loyal Customer,High Revenue,High Value,0.0436333,Low Risk,4.592404910363257
1459-QNFQT,California,San Jose,95122,Male,No,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.5,4144.8,No,0,4031,Long-Term Customer,Medium Revenue,High Value,0.072653025,Low Risk,4.3228550106287
1047-NNCBF,California,San Jose,95123,Male,No,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,1493.55,No,0,5790,Established Customer,Medium Revenue,Premium Value,0.16107212,Low Risk,11.363638070970774
3696-XRIEN,California,San Jose,95124,Female,No,No,No,50,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.5,4179.1,No,0,5258,Loyal Customer,Medium Revenue,Premium Value,0.13501117,Low Risk,11.138421222567558
0074-HDKDG,California,San Jose,95126,Male,No,Yes,No,25,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.6,1611.0,No,0,3807,Established Customer,Medium Revenue,High Value,0.12201913,Low Risk,7.516378223896027
8791-GFXLZ,California,San Jose,95127,Male,No,No,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05,No,0,4244,New Customer,Low Revenue,High Value,0.3146399,Low Risk,15.4330869063735
9330-DHBFL,California,San Jose,95130,Female,No,Yes,No,23,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,66.25,1533.8,No,0,2072,Established Customer,Medium Revenue,Standard Value,0.095780775,Low Risk,6.3454763405025005
0098-BOWSO,California,San Jose,95131,Male,No,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.4,529.8,No,0,3792,Established Customer,Low Revenue,High Value,0.11814749,Low Risk,2.2920613527297973
3452-ABWRL,California,San Jose,95132,Male,Yes,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.05,3865.6,No,0,5527,Loyal Customer,Medium Revenue,Premium Value,0.350316,Low Risk,30.144690772891042
5859-HZYLF,California,San Jose,95133,Male,No,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.15,515.75,No,0,4347,Established Customer,Low Revenue,High Value,0.0011989487,Low Risk,0.022959867800818753
3156-QLHBO,California,San Jose,95136,Male,No,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,48.35,No,0,4725,New Customer,Low Revenue,High Value,0.053966317,Low Risk,1.0388516085222363
2208-NQBCT,California,San Jose,95138,Female,No,Yes,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.95,2070.05,No,0,2817,Established Customer,Medium Revenue,Standard Value,0.051764153,Low Risk,4.24207233376801
1779-PWPMG,California,San Jose,95139,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.65,8333.95,No,0,5408,Long-Term Customer,High Revenue,Premium Value,0.023706691,Low Risk,2.7179721620865167
6621-NRZAK,California,Mount Hamilton,95140,Female,No,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.0,1209.25,No,0,5975,Long-Term Customer,Low Revenue,Premium Value,0.002507515,Low Risk,0.05015030037611723
0831-JNISG,California,San Jose,95148,Male,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.8,1396.25,No,0,5406,Long-Term Customer,Low Revenue,Premium Value,0.00091292773,Low Risk,0.018075969081837683
0774-IFUVM,California,Stockton,95202,Male,No,Yes,Yes,11,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35,No,0,5942,New Customer,Medium Revenue,Premium Value,0.14671314,Low Risk,9.558360916376115
3082-WQRVY,California,Stockton,95203,Male,Yes,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,228.65,No,0,2962,Established Customer,Low Revenue,Standard Value,0.061536763,Low Risk,1.2091973902657627
9553-DLCLU,California,Stockton,95204,Female,No,No,No,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.95,1161.75,No,0,5407,Established Customer,Medium Revenue,Premium Value,0.063683204,Low Risk,5.664621027186513
1641-BYBTK,California,Stockton,95205,Male,No,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,98.35,No,0,3478,New Customer,Low Revenue,High Value,0.06276878,Low Risk,1.2679293498396873
2460-NGXBJ,California,Stockton,95206,Male,Yes,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,775.3,No,0,5193,New Customer,Medium Revenue,Premium Value,0.13763162,Low Risk,10.349898195266723
2446-ZKVAF,California,Stockton,95207,Male,No,Yes,No,18,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.8,1074.65,No,0,5558,Established Customer,Medium Revenue,Premium Value,0.2990983,Low Risk,16.988784170150755
3522-CDKHF,California,Stockton,95210,Female,No,Yes,No,32,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.5,2324.7,No,0,3131,Established Customer,Medium Revenue,High Value,0.27516675,Low Risk,20.775089621543884
1430-SFQSA,California,Stockton,95212,Male,No,No,No,29,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,35.6,1072.6,No,0,3898,Established Customer,Low Revenue,High Value,0.057198483,Low Risk,2.0362660124897958
0411-EZJZE,California,Stockton,95215,Female,No,No,No,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.25,170.5,No,0,4830,New Customer,Medium Revenue,High Value,0.68760324,Medium Risk,41.428094923496246
8807-ARQET,California,Angels Camp,95222,Female,No,No,No,41,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.35,1677.85,No,0,2454,Loyal Customer,Low Revenue,Standard Value,0.36710462,Low Risk,14.812671406567096
8992-CEUEN,California,Arnold,95223,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.85,18.85,No,0,5084,New Customer,Low Revenue,Premium Value,0.28313404,Low Risk,5.337076714634896
4320-QMLLA,California,Avery,95224,Male,No,No,No,7,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,54.85,370.4,No,0,3481,New Customer,Medium Revenue,High Value,0.26727006,Low Risk,14.65976270288229
8777-PVYGU,California,Burson,95225,Female,No,Yes,No,52,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,64.3,3410.6,No,0,4405,Loyal Customer,Medium Revenue,High Value,0.07109522,Low Risk,4.571422693878412
8292-ITGYJ,California,Campo Seco,95226,Female,No,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.65,1138.8,No,0,3043,Loyal Customer,Low Revenue,High Value,0.0034600464,Low Risk,0.08529014301020652
6870-ZWMNX,California,Clements,95227,Male,No,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),76.1,5264.25,No,0,5115,Long-Term Customer,Medium Revenue,Premium Value,0.051781863,Low Risk,3.9405997723340986
0621-CXBKL,California,Copperopolis,95228,Female,No,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.7,1005.7,No,0,4116,Loyal Customer,Low Revenue,High Value,0.004845283,Low Risk,0.09060679199174046
5268-DSMNQ,California,Farmington,95230,Female,Yes,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),97.95,5936.55,No,0,5428,Long-Term Customer,Medium Revenue,Premium Value,0.13819344,Low Risk,13.536047782748938
5334-JLAXU,California,French Camp,95231,Female,No,Yes,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.1,5475.9,No,0,5267,Loyal Customer,Medium Revenue,Premium Value,0.1892878,Low Risk,17.811981661617754
6242-MBHPK,California,Hathaway Pines,95233,Female,Yes,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2326.05,No,0,4025,Established Customer,Medium Revenue,High Value,0.62890047,Medium Risk,59.80843454003334
9359-UGBTK,California,Lockeford,95237,Female,No,No,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.35,4991.5,No,0,4910,Long-Term Customer,Medium Revenue,High Value,0.061458606,Low Risk,4.4465301638469095
4782-OSFXZ,California,Lodi,95242,Female,Yes,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),82.7,5831.2,No,0,5089,Long-Term Customer,Medium Revenue,Premium Value,0.012225862,Low Risk,1.0110787593759596
6479-OAUSD,California,Mokelumne Hill,95245,Male,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,510.8,No,0,2130,Established Customer,Low Revenue,Standard Value,0.03388882,Low Risk,0.6743875291198491
7129-ACFOG,California,Mountain Ranch,95246,Female,No,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.8,283.95,No,0,2182,New Customer,Medium Revenue,Standard Value,0.43025193,Medium Risk,23.147553628683088
4189-NAKJS,California,Murphys,95247,Male,No,No,No,26,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),51.55,1295.4,No,0,3130,Established Customer,Medium Revenue,High Value,0.06934595,Low Risk,3.5747837781906124
