Alert_ID,Date,Alert_Type,Severity,Source,Department,Analyst,Resolution_Time_Minutes,False_Positive,Risk_Score,SLA_Met,Device_Name,Status
2566,2026-03-05 12:21:00,Malware,Low,Endpoint,Engineering,Bruce,30,Yes,11,Yes,HOST-1295,Closed
2567,2026-04-14 06:13:00,Data Exfiltration,Medium,DLP,Engineering,Clark,83,No,37,Yes,HOST-1298,Resolved
2568,2026-06-09 10:08:00,Privilege Escalation,Low,VPN,Engineering,Peter,15,No,16,Yes,HOST-1184,Closed
2569,2026-03-15 11:29:00,Failed Login,Low,VPN,Finance,Bruce,28,Yes,28,Yes,HOST-1010,Resolved
2570,2026-01-17 08:44:00,Phishing,Medium,Email,Human Resources,Peter,45,Yes,36,Yes,HOST-1129,Closed
2571,2026-06-08 12:25:00,Malware,High,Endpoint,Engineering,Bruce,194,No,64,Yes,HOST-1116,Resolved
2572,2026-01-19 08:04:00,Phishing,Critical,Email,Operations,Tony,656,Yes,94,No,HOST-1001,In Progress
2573,2026-03-10 11:30:00,Phishing,Low,Email,Engineering,Clark,39,Yes,16,Yes,HOST-1319,Resolved
2574,2026-04-30 13:59:00,Failed Login,Low,Identity Provider,Finance,Clark,24,Yes,23,Yes,HOST-1001,In Progress
2575,2026-05-14 08:46:00,Data Exfiltration,Low,DLP,Engineering,Peter,31,No,29,Yes,HOST-1229,Resolved
2576,2026-04-01 15:41:00,Data Exfiltration,Low,DLP,Human Resources,Peter,36,No,17,Yes,HOST-1159,Resolved
2577,2026-01-25 10:53:00,Phishing,Low,Email,Executive,Peter,40,No,27,Yes,HOST-1345,Closed
2578,2026-01-14 12:08:00,Phishing,Low,Email,Engineering,Peter,39,No,23,Yes,HOST-1177,Resolved
2579,2026-02-21 12:12:00,Firewall Alert,Medium,Firewall,Engineering,Steve,60,No,50,Yes,HOST-1242,Resolved
2580,2026-04-30 15:33:00,Phishing,High,Email,Finance,Peter,210,Yes,82,Yes,HOST-1063,Resolved
2581,2026-05-14 16:12:00,Malware,Low,Endpoint,Engineering,Peter,18,No,6,Yes,HOST-1083,In Progress
2582,2026-02-25 09:47:00,Phishing,Critical,Email,Operations,Tony,417,Yes,94,Yes,HOST-1222,Resolved
2583,2026-02-08 15:25:00,Failed Login,High,Identity Provider,Engineering,Steve,172,Yes,62,Yes,HOST-1016,Resolved
2584,2026-03-06 17:31:00,Malware,Low,Endpoint,Engineering,Tony,37,No,10,Yes,HOST-1210,Resolved
2585,2026-06-16 13:36:00,Malware,Low,Endpoint,Finance,Tony,31,No,13,Yes,HOST-1122,Resolved
2586,2026-04-21 21:33:00,Firewall Alert,High,Firewall,Human Resources,Tony,233,No,76,Yes,HOST-1302,Resolved
2587,2026-03-11 17:31:00,Malware,Low,Endpoint,Finance,Bruce,26,No,16,Yes,HOST-1306,Resolved
2588,2026-02-28 16:25:00,Malware,Medium,Endpoint,Finance,Bruce,90,No,32,No,HOST-1176,Resolved
2589,2026-01-25 10:00:00,Privilege Escalation,Low,VPN,Engineering,Steve,27,No,15,No,HOST-1318,Closed
2590,2026-02-24 11:18:00,Failed Login,Low,Identity Provider,Engineering,Peter,33,Yes,26,Yes,HOST-1014,Closed
2591,2026-02-21 14:30:00,Malware,High,Endpoint,Engineering,Tony,162,No,76,Yes,HOST-1321,Resolved
2592,2026-01-11 20:38:00,Phishing,Medium,Email,Finance,Peter,60,Yes,56,Yes,HOST-1199,Resolved
2593,2026-03-06 10:40:00,Phishing,Critical,Email,Engineering,Tony,706,Yes,97,Yes,HOST-1305,Closed
2594,2026-04-12 09:35:00,Phishing,Low,Email,Engineering,Peter,18,Yes,23,Yes,HOST-1164,Closed
2595,2026-03-25 09:49:00,Failed Login,Low,VPN,Human Resources,Steve,16,No,5,Yes,HOST-1130,Resolved
2596,2026-01-13 11:45:00,Failed Login,Low,VPN,Finance,Peter,15,Yes,26,Yes,HOST-1283,Resolved
2597,2026-06-24 07:00:00,Phishing,Medium,Email,Engineering,Steve,77,Yes,31,Yes,HOST-1291,Closed
2598,2026-05-31 07:41:00,Phishing,Low,Email,Executive,Tony,36,No,10,Yes,HOST-1248,Closed
2599,2026-01-05 01:11:00,Phishing,Low,Email,Engineering,Bruce,34,Yes,15,Yes,HOST-1305,Resolved
2600,2026-03-24 13:10:00,Malware,Medium,Endpoint,Engineering,Tony,55,Yes,33,No,HOST-1281,In Progress
2601,2026-06-21 14:36:00,Phishing,Medium,Email,Engineering,Peter,50,Yes,48,Yes,HOST-1116,Resolved
2602,2026-01-11 13:44:00,Failed Login,Medium,Identity Provider,Operations,Bruce,88,Yes,41,Yes,HOST-1338,Closed
2603,2026-06-10 08:33:00,Phishing,Low,Email,Engineering,Peter,28,No,16,Yes,HOST-1288,Closed
2604,2026-05-27 16:36:00,Privilege Escalation,Low,Endpoint,Finance,Clark,29,Yes,27,Yes,HOST-1060,Resolved
2605,2026-04-21 12:18:00,Failed Login,Low,Identity Provider,Engineering,Clark,19,Yes,9,Yes,HOST-1088,Resolved
2606,2026-05-29 13:11:00,Phishing,High,Email,Operations,Tony,229,No,81,No,HOST-1013,Resolved
2607,2026-02-09 17:24:00,Phishing,Low,Email,Engineering,Clark,24,Yes,21,Yes,HOST-1090,In Progress
2608,2026-03-11 09:29:00,Phishing,High,Email,Engineering,Peter,139,No,84,Yes,HOST-1228,Resolved
2609,2026-06-27 19:55:00,Phishing,High,Email,Operations,Clark,153,Yes,71,Yes,HOST-1323,Resolved
2610,2026-03-18 08:05:00,Phishing,Medium,Email,Human Resources,Peter,71,Yes,47,Yes,HOST-1341,Closed
2611,2026-06-28 15:25:00,Failed Login,Medium,VPN,Engineering,Tony,81,Yes,54,Yes,HOST-1071,In Progress
2612,2026-03-03 08:25:00,Failed Login,High,Identity Provider,Human Resources,Peter,198,Yes,81,Yes,HOST-1306,Resolved
2613,2026-04-01 09:06:00,Malware,Low,Endpoint,Operations,Tony,22,Yes,21,Yes,HOST-1120,Resolved
2614,2026-03-10 13:36:00,Phishing,Low,Email,Engineering,Clark,19,No,24,Yes,HOST-1161,Resolved
2615,2026-04-17 08:58:00,Failed Login,Low,VPN,Engineering,Tony,34,Yes,27,Yes,HOST-1179,Resolved
2616,2026-04-07 08:19:00,Data Exfiltration,Medium,DLP,Operations,Bruce,62,No,32,Yes,HOST-1207,Resolved
2617,2026-06-28 20:47:00,Malware,Low,Endpoint,Operations,Bruce,33,No,26,Yes,HOST-1093,Closed
2618,2026-06-02 11:41:00,Phishing,High,Email,Engineering,Peter,154,Yes,74,Yes,HOST-1053,Resolved
2619,2026-01-07 09:15:00,Failed Login,Medium,VPN,Operations,Peter,61,No,57,Yes,HOST-1123,Resolved
2620,2026-06-23 11:19:00,Data Exfiltration,Low,DLP,Human Resources,Peter,31,No,28,Yes,HOST-1313,Resolved
2621,2026-02-19 00:53:00,Phishing,Low,Email,Operations,Tony,36,Yes,15,Yes,HOST-1230,Resolved
2622,2026-03-23 12:50:00,Failed Login,Low,VPN,Engineering,Peter,31,Yes,28,Yes,HOST-1015,Resolved
2623,2026-05-28 19:14:00,Phishing,Low,Email,Finance,Peter,21,No,30,Yes,HOST-1168,Closed
2624,2026-03-25 13:53:00,Phishing,Critical,Email,Engineering,Tony,504,No,98,No,HOST-1041,Resolved
2625,2026-03-17 11:07:00,Failed Login,Low,VPN,Executive,Peter,18,No,8,Yes,HOST-1226,In Progress
2626,2026-06-04 14:27:00,Failed Login,Low,Identity Provider,Engineering,Steve,17,No,20,Yes,HOST-1081,Closed
2627,2026-05-25 19:41:00,Failed Login,Low,VPN,Engineering,Peter,22,Yes,24,Yes,HOST-1112,Closed
2628,2026-03-26 18:16:00,Phishing,Low,Email,Engineering,Clark,30,No,20,Yes,HOST-1145,Resolved
2629,2026-05-19 06:32:00,Failed Login,Low,VPN,Operations,Steve,34,No,29,Yes,HOST-1008,Closed
2630,2026-02-12 09:24:00,Failed Login,Low,VPN,Operations,Clark,22,Yes,19,Yes,HOST-1225,Resolved
2631,2026-05-31 16:36:00,Phishing,Medium,Email,Finance,Clark,74,No,57,Yes,HOST-1200,Resolved
2632,2026-02-04 13:32:00,Firewall Alert,High,Firewall,Finance,Tony,125,No,73,Yes,HOST-1244,Resolved
2633,2026-02-09 23:23:00,Failed Login,Medium,Identity Provider,Operations,Peter,74,Yes,39,Yes,HOST-1118,Closed
2634,2026-01-18 09:48:00,Phishing,Low,Email,Engineering,Tony,39,No,8,Yes,HOST-1106,Closed
2635,2026-02-10 11:09:00,Failed Login,High,Identity Provider,Engineering,Peter,147,Yes,65,No,HOST-1001,Resolved
2636,2026-06-04 07:18:00,Malware,Low,Endpoint,Engineering,Tony,23,No,17,Yes,HOST-1316,Closed
2637,2026-06-15 11:30:00,Phishing,Low,Email,Engineering,Peter,24,Yes,12,Yes,HOST-1064,Resolved
2638,2026-05-21 10:30:00,Malware,Medium,Endpoint,Engineering,Bruce,72,No,45,No,HOST-1285,In Progress
2639,2026-03-19 17:24:00,Phishing,Low,Email,Human Resources,Tony,19,No,17,Yes,HOST-1020,In Progress
2640,2026-03-13 10:04:00,Failed Login,Low,VPN,Operations,Clark,24,Yes,6,Yes,HOST-1334,Resolved
2641,2026-05-30 16:04:00,Failed Login,Low,Identity Provider,Engineering,Peter,29,Yes,26,Yes,HOST-1047,In Progress
2642,2026-05-25 07:24:00,Phishing,Low,Email,Operations,Peter,25,No,11,Yes,HOST-1158,Resolved
2643,2026-01-12 09:07:00,Phishing,Medium,Email,Human Resources,Peter,73,No,54,Yes,HOST-1294,Resolved
2644,2026-05-07 16:47:00,Phishing,Low,Email,Engineering,Tony,35,Yes,14,No,HOST-1268,Resolved
2645,2026-06-15 11:25:00,Firewall Alert,Medium,Firewall,Operations,Steve,52,Yes,59,Yes,HOST-1217,Resolved
2646,2026-05-28 13:51:00,Phishing,Low,Email,Operations,Peter,22,Yes,12,Yes,HOST-1256,Closed
2647,2026-04-28 14:26:00,Phishing,Low,Email,Finance,Peter,20,Yes,9,Yes,HOST-1232,Resolved
2648,2026-01-22 09:22:00,Phishing,Low,Email,Engineering,Peter,16,Yes,30,Yes,HOST-1235,Resolved
2649,2026-05-20 22:40:00,Phishing,Low,Email,Engineering,Peter,15,Yes,14,Yes,HOST-1287,Closed
2650,2026-02-11 15:17:00,Malware,Medium,Endpoint,Engineering,Bruce,74,No,43,Yes,HOST-1130,Closed
2651,2026-05-22 12:01:00,Failed Login,High,VPN,Finance,Steve,150,Yes,77,Yes,HOST-1067,Resolved
2652,2026-04-30 09:32:00,Phishing,Low,Email,Finance,Peter,36,No,12,Yes,HOST-1096,Closed
2653,2026-04-14 10:41:00,Phishing,Medium,Email,Operations,Bruce,87,No,52,Yes,HOST-1060,Closed
2654,2026-04-14 12:10:00,Phishing,Medium,Email,Engineering,Tony,71,Yes,40,Yes,HOST-1274,Resolved
2655,2026-01-09 13:07:00,Failed Login,Low,VPN,Engineering,Bruce,24,Yes,12,Yes,HOST-1127,Resolved
2656,2026-02-18 14:43:00,Phishing,Low,Email,Finance,Peter,16,No,30,Yes,HOST-1160,Resolved
2657,2026-03-09 09:38:00,Phishing,Low,Email,Human Resources,Bruce,36,No,30,Yes,HOST-1339,Resolved
2658,2026-06-06 10:51:00,Firewall Alert,Low,Firewall,Human Resources,Bruce,32,No,28,Yes,HOST-1263,In Progress
2659,2026-04-12 13:08:00,Phishing,Low,Email,Human Resources,Tony,16,Yes,5,Yes,HOST-1137,Closed
2660,2026-01-20 17:05:00,Malware,Low,Endpoint,Human Resources,Bruce,20,No,7,Yes,HOST-1054,Resolved
2661,2026-02-22 20:07:00,Failed Login,Low,Identity Provider,Operations,Peter,15,Yes,6,Yes,HOST-1033,In Progress
2662,2026-03-03 21:10:00,Failed Login,Medium,VPN,Finance,Bruce,65,No,49,Yes,HOST-1153,Resolved
2663,2026-06-29 14:42:00,Phishing,Low,Email,Engineering,Clark,28,No,5,Yes,HOST-1083,In Progress
2664,2026-02-22 00:00:00,Phishing,Low,Email,Engineering,Peter,22,No,22,Yes,HOST-1089,Closed
2665,2026-02-19 11:42:00,Phishing,Low,Email,Engineering,Peter,16,No,13,No,HOST-1167,Resolved
2666,2026-05-21 22:23:00,Phishing,Low,Email,Engineering,Peter,27,No,12,Yes,HOST-1278,Resolved
2667,2026-06-19 20:30:00,Data Exfiltration,Low,DLP,Operations,Steve,25,No,15,Yes,HOST-1187,Resolved
2668,2026-02-21 10:36:00,Malware,Low,Endpoint,Engineering,Bruce,20,No,13,Yes,HOST-1244,Closed
2669,2026-01-08 10:15:00,Failed Login,Low,Identity Provider,Operations,Clark,20,Yes,12,No,HOST-1341,Resolved
2670,2026-03-09 18:08:00,Phishing,Medium,Email,Finance,Peter,75,No,56,Yes,HOST-1247,Closed
2671,2026-02-17 09:15:00,Failed Login,Low,Identity Provider,Engineering,Bruce,27,No,24,Yes,HOST-1167,Resolved
2672,2026-05-11 11:44:00,Phishing,High,Email,Engineering,Peter,183,No,80,Yes,HOST-1277,Resolved
2673,2026-04-08 20:48:00,Data Exfiltration,Low,DLP,Human Resources,Peter,23,No,17,Yes,HOST-1042,Resolved
2674,2026-04-08 10:21:00,Phishing,High,Email,Engineering,Tony,130,Yes,62,Yes,HOST-1307,Resolved
2675,2026-03-26 12:52:00,Phishing,Low,Email,Engineering,Peter,38,No,21,Yes,HOST-1291,In Progress
2676,2026-06-20 10:31:00,Data Exfiltration,Medium,DLP,Finance,Tony,77,No,47,Yes,HOST-1017,Resolved
2677,2026-06-03 15:22:00,Failed Login,High,VPN,Finance,Steve,171,Yes,63,Yes,HOST-1098,Closed
2678,2026-06-08 13:55:00,Phishing,Low,Email,Engineering,Peter,32,Yes,28,Yes,HOST-1324,Resolved
2679,2026-04-03 16:28:00,Firewall Alert,Medium,Firewall,Engineering,Peter,62,Yes,32,Yes,HOST-1089,Resolved
2680,2026-01-12 10:38:00,Privilege Escalation,High,Email,Engineering,Bruce,127,No,61,Yes,HOST-1224,Resolved
2681,2026-05-22 13:14:00,Failed Login,Medium,VPN,Finance,Steve,85,Yes,51,Yes,HOST-1162,Resolved
2682,2026-05-02 15:54:00,Phishing,Critical,Email,Operations,Tony,719,No,90,Yes,HOST-1228,Closed
2683,2026-05-20 14:50:00,Phishing,Low,Email,Executive,Peter,17,No,9,No,HOST-1240,Resolved
2684,2026-03-17 02:45:00,Failed Login,Low,Identity Provider,Finance,Bruce,27,No,17,Yes,HOST-1036,Resolved
2685,2026-04-24 10:59:00,Phishing,High,Email,Finance,Peter,193,No,65,Yes,HOST-1189,Resolved
2686,2026-05-13 16:36:00,Phishing,Medium,Email,Engineering,Steve,67,No,45,Yes,HOST-1259,Closed
2687,2026-04-18 16:50:00,Failed Login,Critical,Identity Provider,Finance,Tony,537,Yes,88,Yes,HOST-1318,Resolved
2688,2026-04-08 12:14:00,Data Exfiltration,Low,DLP,Engineering,Tony,30,No,30,Yes,HOST-1270,Resolved
2689,2026-05-02 15:48:00,Firewall Alert,Low,Firewall,Human Resources,Clark,35,No,25,Yes,HOST-1182,Resolved
2690,2026-05-17 14:06:00,Firewall Alert,Low,Firewall,Engineering,Clark,34,No,14,Yes,HOST-1225,Closed
2691,2026-03-31 19:33:00,Phishing,Low,Email,Finance,Peter,38,Yes,11,Yes,HOST-1258,Closed
2692,2026-04-14 20:30:00,Failed Login,Low,VPN,Engineering,Tony,32,No,19,No,HOST-1088,Closed
2693,2026-04-14 13:19:00,Failed Login,Medium,Identity Provider,Engineering,Peter,85,Yes,55,Yes,HOST-1331,Closed
2694,2026-04-15 07:24:00,Failed Login,Medium,VPN,Engineering,Clark,62,Yes,46,Yes,HOST-1064,In Progress
2695,2026-02-27 18:47:00,Phishing,Critical,Email,Finance,Clark,526,No,96,Yes,HOST-1156,Resolved
2696,2026-04-17 09:03:00,Malware,Low,Endpoint,Engineering,Bruce,31,No,11,Yes,HOST-1349,In Progress
2697,2026-04-26 11:09:00,Failed Login,Medium,VPN,Operations,Tony,68,Yes,58,Yes,HOST-1050,Resolved
2698,2026-01-07 20:00:00,Phishing,Low,Email,Engineering,Peter,40,No,6,Yes,HOST-1130,Resolved
2699,2026-03-21 11:29:00,Phishing,Low,Email,Operations,Peter,24,Yes,19,Yes,HOST-1114,Closed
2700,2026-04-08 13:14:00,Failed Login,Low,Identity Provider,Engineering,Peter,40,Yes,25,Yes,HOST-1151,In Progress
2701,2026-06-22 08:36:00,Failed Login,Low,VPN,Finance,Tony,35,Yes,30,Yes,HOST-1277,Resolved
2702,2026-04-11 07:36:00,Phishing,Low,Email,Engineering,Peter,33,Yes,13,Yes,HOST-1012,Resolved
2703,2026-06-17 18:32:00,Phishing,Low,Email,Operations,Peter,25,No,7,Yes,HOST-1349,Closed
2704,2026-02-17 17:22:00,Phishing,Low,Email,Engineering,Peter,37,Yes,12,Yes,HOST-1020,Resolved
2705,2026-06-24 17:10:00,Failed Login,Medium,Identity Provider,Operations,Tony,67,Yes,54,Yes,HOST-1154,Closed
2706,2026-03-20 14:57:00,Phishing,Low,Email,Operations,Peter,24,No,9,Yes,HOST-1267,Resolved
2707,2026-06-22 11:53:00,Failed Login,Low,Identity Provider,Operations,Bruce,36,No,5,Yes,HOST-1183,Resolved
2708,2026-05-26 14:38:00,Phishing,Low,Email,Operations,Steve,39,Yes,28,Yes,HOST-1219,Resolved
2709,2026-06-15 09:06:00,Failed Login,Low,Identity Provider,Engineering,Peter,21,Yes,17,Yes,HOST-1157,Resolved
2710,2026-04-24 06:01:00,Phishing,Low,Email,Finance,Peter,15,No,23,Yes,HOST-1282,Closed
2711,2026-03-13 10:39:00,Failed Login,Low,VPN,Finance,Clark,34,Yes,21,No,HOST-1117,Resolved
2712,2026-01-28 06:02:00,Phishing,Low,Email,Engineering,Peter,38,Yes,17,Yes,HOST-1222,In Progress
2713,2026-05-13 18:10:00,Malware,High,Endpoint,Operations,Bruce,128,Yes,71,Yes,HOST-1271,Resolved
2714,2026-03-24 11:56:00,Phishing,Low,Email,Engineering,Peter,17,No,7,Yes,HOST-1251,Resolved
2715,2026-02-02 12:59:00,Phishing,Low,Email,Engineering,Bruce,26,Yes,29,Yes,HOST-1161,Resolved
2716,2026-03-24 17:24:00,Failed Login,Low,VPN,Engineering,Tony,15,No,26,Yes,HOST-1022,Resolved
2717,2026-05-01 13:50:00,Failed Login,Low,VPN,Engineering,Tony,27,Yes,7,Yes,HOST-1315,Resolved
2718,2026-05-03 07:44:00,Phishing,Low,Email,Engineering,Peter,18,No,8,Yes,HOST-1056,Resolved
2719,2026-02-24 09:05:00,Phishing,Medium,Email,Finance,Clark,71,Yes,45,Yes,HOST-1291,Resolved
2720,2026-04-28 11:39:00,Failed Login,Low,VPN,Operations,Bruce,34,Yes,6,Yes,HOST-1265,Resolved
2721,2026-03-13 15:34:00,Malware,Low,Endpoint,Engineering,Peter,34,No,20,Yes,HOST-1207,Closed
2722,2026-02-16 09:55:00,Phishing,Medium,Email,Operations,Peter,65,No,42,Yes,HOST-1173,Closed
2723,2026-01-18 15:28:00,Malware,Medium,Endpoint,Executive,Peter,74,No,47,Yes,HOST-1146,Resolved
2724,2026-01-29 13:35:00,Phishing,High,Email,Operations,Peter,199,Yes,61,Yes,HOST-1145,Closed
2725,2026-01-07 14:00:00,Failed Login,Low,VPN,Finance,Steve,17,Yes,27,Yes,HOST-1260,Resolved
2726,2026-03-09 12:35:00,Failed Login,Low,VPN,Engineering,Steve,32,Yes,18,Yes,HOST-1067,Resolved
2727,2026-02-16 17:20:00,Phishing,Low,Email,Executive,Peter,38,Yes,29,Yes,HOST-1086,Resolved
2728,2026-01-01 12:49:00,Malware,High,Endpoint,Engineering,Clark,234,No,77,Yes,HOST-1183,Resolved
2729,2026-02-09 06:03:00,Phishing,High,Email,Engineering,Peter,170,Yes,75,Yes,HOST-1027,Resolved
2730,2026-06-23 08:11:00,Phishing,Medium,Email,Operations,Steve,88,Yes,59,Yes,HOST-1083,In Progress
2731,2026-02-09 15:17:00,Failed Login,Low,Identity Provider,Engineering,Bruce,39,Yes,25,Yes,HOST-1135,In Progress
2732,2026-04-24 08:52:00,Phishing,Critical,Email,Operations,Bruce,424,Yes,88,Yes,HOST-1068,Resolved
2733,2026-01-13 18:33:00,Phishing,Critical,Email,Engineering,Tony,531,No,97,Yes,HOST-1013,Resolved
2734,2026-05-20 12:28:00,Phishing,Medium,Email,Engineering,Steve,61,No,39,Yes,HOST-1073,In Progress
2735,2026-02-11 20:25:00,Malware,Low,Endpoint,Operations,Peter,31,No,26,Yes,HOST-1321,Closed
2736,2026-05-27 11:06:00,Phishing,Medium,Email,Engineering,Peter,55,Yes,38,Yes,HOST-1029,Resolved
2737,2026-03-31 21:44:00,Phishing,Low,Email,Engineering,Peter,28,No,27,Yes,HOST-1150,Closed
2738,2026-03-20 21:23:00,Phishing,Medium,Email,Finance,Peter,84,No,40,Yes,HOST-1144,Resolved
2739,2026-05-07 09:00:00,Firewall Alert,Low,Firewall,Human Resources,Steve,15,No,5,Yes,HOST-1105,Resolved
2740,2026-01-27 10:39:00,Data Exfiltration,Medium,DLP,Operations,Peter,87,No,59,Yes,HOST-1344,Resolved
2741,2026-06-16 08:09:00,Malware,Medium,Endpoint,Engineering,Bruce,71,No,34,Yes,HOST-1315,Resolved
2742,2026-03-07 15:26:00,Phishing,Low,Email,Operations,Tony,24,Yes,17,No,HOST-1166,Resolved
2743,2026-05-25 11:39:00,Phishing,Medium,Email,Finance,Peter,76,Yes,56,Yes,HOST-1183,Resolved
2744,2026-06-04 11:06:00,Malware,High,Endpoint,Engineering,Bruce,163,No,82,Yes,HOST-1181,Resolved
2745,2026-03-15 16:48:00,Malware,Low,Endpoint,Engineering,Tony,18,No,20,Yes,HOST-1221,Resolved
2746,2026-04-25 11:24:00,Phishing,Medium,Email,Engineering,Peter,89,No,41,Yes,HOST-1296,In Progress
2747,2026-05-19 08:01:00,Phishing,Low,Email,Finance,Bruce,30,Yes,17,Yes,HOST-1118,Resolved
2748,2026-04-08 12:33:00,Phishing,Medium,Email,Human Resources,Steve,81,No,32,Yes,HOST-1271,Resolved
2749,2026-05-05 11:32:00,Phishing,Medium,Email,Finance,Peter,46,No,38,Yes,HOST-1133,Closed
2750,2026-03-04 12:27:00,Phishing,Low,Email,Operations,Peter,18,No,28,Yes,HOST-1019,Resolved
2751,2026-03-26 08:32:00,Failed Login,Medium,Identity Provider,Operations,Peter,54,Yes,43,Yes,HOST-1121,Resolved
2752,2026-05-19 13:28:00,Phishing,High,Email,Operations,Peter,197,No,81,Yes,HOST-1011,Resolved
2753,2026-03-07 09:48:00,Failed Login,High,Identity Provider,Engineering,Tony,231,No,75,No,HOST-1161,Resolved
2754,2026-05-07 21:59:00,Failed Login,Low,Identity Provider,Engineering,Tony,26,Yes,14,Yes,HOST-1338,Resolved
2755,2026-02-05 11:29:00,Phishing,Medium,Email,Engineering,Peter,49,No,32,Yes,HOST-1237,Resolved
2756,2026-06-24 16:59:00,Malware,Low,Endpoint,Operations,Bruce,38,No,14,Yes,HOST-1007,Closed
2757,2026-05-04 10:43:00,Privilege Escalation,Medium,Email,Engineering,Peter,74,No,57,Yes,HOST-1186,Closed
2758,2026-02-02 08:42:00,Phishing,Medium,Email,Human Resources,Peter,55,Yes,57,Yes,HOST-1160,Resolved
2759,2026-05-15 16:25:00,Failed Login,Low,VPN,Engineering,Steve,30,Yes,22,Yes,HOST-1042,Resolved
2760,2026-02-10 16:51:00,Phishing,Medium,Email,Engineering,Peter,60,Yes,43,Yes,HOST-1267,In Progress
2761,2026-02-25 17:57:00,Phishing,Low,Email,Operations,Clark,28,Yes,5,Yes,HOST-1271,Closed
2762,2026-01-02 10:15:00,Phishing,Medium,Email,Engineering,Peter,69,Yes,60,Yes,HOST-1348,In Progress
2763,2026-03-22 15:41:00,Failed Login,Medium,Identity Provider,Operations,Clark,65,No,36,Yes,HOST-1162,Resolved
2764,2026-05-13 10:31:00,Phishing,Medium,Email,Operations,Peter,52,Yes,32,No,HOST-1210,Closed
2765,2026-05-14 11:36:00,Phishing,Low,Email,Engineering,Peter,36,Yes,5,Yes,HOST-1301,In Progress
2766,2026-04-27 09:23:00,Phishing,Low,Email,Finance,Clark,15,Yes,25,Yes,HOST-1322,Resolved
2767,2026-02-17 17:18:00,Phishing,Low,Email,Operations,Peter,26,No,15,Yes,HOST-1284,Closed
2768,2026-05-09 09:37:00,Phishing,Critical,Email,Engineering,Tony,325,Yes,98,No,HOST-1270,Resolved
2769,2026-04-04 10:53:00,Malware,Critical,Endpoint,Engineering,Tony,697,No,93,Yes,HOST-1182,Resolved
2770,2026-05-25 07:52:00,Phishing,Medium,Email,Human Resources,Peter,78,No,53,Yes,HOST-1143,Resolved
2771,2026-06-26 15:12:00,Data Exfiltration,Low,DLP,Engineering,Bruce,36,No,26,Yes,HOST-1070,Resolved
2772,2026-05-28 09:28:00,Malware,High,Endpoint,Engineering,Peter,204,No,64,Yes,HOST-1232,Resolved
2773,2026-03-12 07:09:00,Phishing,Low,Email,Engineering,Peter,16,No,9,Yes,HOST-1345,Resolved
2774,2026-04-21 13:39:00,Malware,Low,Endpoint,Operations,Tony,25,No,12,Yes,HOST-1194,Resolved
2775,2026-04-14 06:57:00,Failed Login,Low,VPN,Finance,Bruce,22,Yes,22,Yes,HOST-1046,Resolved
2776,2026-02-14 14:55:00,Phishing,Medium,Email,Engineering,Peter,51,No,60,Yes,HOST-1345,Closed
2777,2026-01-15 08:59:00,Phishing,Low,Email,Engineering,Peter,33,Yes,15,Yes,HOST-1244,Resolved
2778,2026-06-25 13:27:00,Failed Login,Low,Identity Provider,Operations,Bruce,15,Yes,16,Yes,HOST-1326,Resolved
2779,2026-06-18 16:02:00,Failed Login,Low,Identity Provider,Engineering,Peter,36,Yes,8,Yes,HOST-1120,Closed
2780,2026-02-09 13:34:00,Phishing,Low,Email,Operations,Peter,29,No,13,Yes,HOST-1136,Closed
2781,2026-02-12 08:37:00,Failed Login,Low,Identity Provider,Engineering,Steve,15,No,27,Yes,HOST-1224,Resolved
2782,2026-06-23 15:02:00,Phishing,High,Email,Executive,Peter,217,No,79,Yes,HOST-1310,Closed
2783,2026-05-05 12:29:00,Failed Login,Low,VPN,Engineering,Peter,25,Yes,30,Yes,HOST-1335,Resolved
2784,2026-05-11 09:31:00,Malware,Low,Endpoint,Human Resources,Steve,39,Yes,24,Yes,HOST-1031,Resolved
2785,2026-02-12 14:04:00,Phishing,Medium,Email,Engineering,Peter,73,No,46,Yes,HOST-1186,Resolved
2786,2026-01-15 10:20:00,Failed Login,High,VPN,Human Resources,Tony,183,Yes,75,Yes,HOST-1054,In Progress
2787,2026-02-07 20:43:00,Firewall Alert,Medium,Firewall,Engineering,Steve,53,No,55,Yes,HOST-1217,Resolved
2788,2026-05-06 13:12:00,Failed Login,Low,VPN,Engineering,Tony,31,Yes,18,Yes,HOST-1009,Resolved
2789,2026-02-20 16:06:00,Phishing,High,Email,Finance,Peter,170,Yes,81,Yes,HOST-1269,In Progress
2790,2026-01-26 17:48:00,Firewall Alert,Medium,Firewall,Operations,Clark,68,Yes,49,Yes,HOST-1144,Resolved
2791,2026-03-22 18:16:00,Phishing,Low,Email,Finance,Peter,33,No,25,Yes,HOST-1235,In Progress
2792,2026-05-03 04:12:00,Malware,Low,Endpoint,Operations,Bruce,29,Yes,18,No,HOST-1318,Resolved
2793,2026-03-29 10:19:00,Phishing,High,Email,Engineering,Peter,208,No,76,Yes,HOST-1031,Resolved
2794,2026-01-15 02:29:00,Phishing,High,Email,Engineering,Peter,210,Yes,83,No,HOST-1063,In Progress
2795,2026-02-02 17:06:00,Failed Login,Medium,Identity Provider,Engineering,Tony,45,Yes,35,Yes,HOST-1296,Resolved
